,,,,,,,,,,,DESCRIPTION,,,,STAPLES ITEM ID,,QTY. ,STAPLES PRICE
DET,70107014,1090646,SURGERY PARTNERS,ORANGE CITY,ORANGE CITY SURGERY CENTER,975 TOWN CTR DR,ORANGE CITY,FL,32763,9/12/2019,HP 414A CYAN,Ink and Toner,OEM Toner,EA,24398985,K0721-H029980, 25 ,$103.39 
DET,70107014,1090646,SURGERY PARTNERS,ORANGE CITY,ORANGE CITY SURGERY CENTER,975 TOWN CTR DR,ORANGE CITY,FL,32763,9/12/2019,HP 414A MAGENTA,Ink and Toner,OEM Toner,EA,24398991,K0721-H029980, 25 ,$103.39 
DET,70107014,1090646,SURGERY PARTNERS,ORANGE CITY,ORANGE CITY SURGERY CENTER,975 TOWN CTR DR,ORANGE CITY,FL,32763,9/12/2019,HP 414A YELLOW,Ink and Toner,OEM Toner,EA,24399007,K0721-H029980, 25 ,$103.39 
DET,70107014,1090646,SURGERY PARTNERS,ORANGE CITY,ORANGE CITY SURGERY CENTER,975 TOWN CTR DR,ORANGE CITY,FL,32763,9/12/2019,HP 94A BLACK,Ink and Toner,OEM Toner,EA,24377613,K0721-H029980, 25 ,$44.17 
DET,70107014,1090647,SURGERY PARTNERS,PARK PLACE,PARK PLACE SURGERY CENTER,2450 MAITLAND CTR PKWY,MAITLAND,FL,32751,9/12/2019,HP CF280XC TONER BLACK,Ink and Toner,OEM Toner,EA,665698,K0722-H029981, 10 ,$70.88 
DET,70107014,1090766,RIVERSIDE PAIN PHYSICIANS,JACKSONVILLBCH,RIVERSIDE PAIN PHYSICIANS,1375 ROBERTS DR,JACKSONVILLE BEACH,FL,32250,11/17/2021,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,K5253-H036153, 22 ,$84.94 
DET,70107014,1090766,RIVERSIDE PAIN PHYSICIANS,JACKSONVILLBCH,RIVERSIDE PAIN PHYSICIANS,1375 ROBERTS DR,JACKSONVILLE BEACH,FL,32250,11/17/2021,HP 80A BLACK,Ink and Toner,OEM Toner,EA,665699,K5253-H036153, 22 ,$36.34 
DET,70107014,1090766,RIVERSIDE PAIN PHYSICIANS,ORANGEPARKN,RIVERSIDE PAIN PHYSICIANS,7207 GOLDEN WINGS RD,JACKSONVILLE,FL,32244,11/17/2021,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,K5253-H036153, 22 ,$84.94 
DET,70107014,1090766,RIVERSIDE PAIN PHYSICIANS,ORANGEPARKN,RIVERSIDE PAIN PHYSICIANS,7207 GOLDEN WINGS RD,JACKSONVILLE,FL,32244,11/17/2021,HP 80A BLACK,Ink and Toner,OEM Toner,EA,665699,K5253-H036153, 14 ,$36.34 
DET,70107014,1090766,RIVERSIDE PAIN PHYSICIANS,SJACKSONVILLEN,RIVERSIDE PAIN PHYSICIANS,7740 POINT MEADOWS DR,JACKSONVILLE,FL,32256,11/17/2021,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,K5253-H036153, 45 ,$84.94 
DET,70107014,1090813,VALLEY SURGERY CENTER,VALLEY SURGERY,VALLEY SURGERY CENTER,2323 SUNSET BLVD,STEUBENVILLE,OH,43952,9/24/2019,BROTHER TN450 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,889863,A8246-H012446, 63 ,$45.64 
DET,70107014,1090813,VALLEY SURGERY CENTER,VALLEY SURGERY,VALLEY SURGERY CENTER,2323 SUNSET BLVD,STEUBENVILLE,OH,43952,9/24/2019,CANON 128 BLACK,Ink and Toner,OEM Toner,EA,887359,A8246-H012446, 15 ,$76.91 
DET,70107014,1090813,VALLEY SURGERY CENTER,VALLEY SURGERY,VALLEY SURGERY CENTER,2323 SUNSET BLVD,STEUBENVILLE,OH,43952,9/24/2019,CANON IMAGERUNNER 4045 TNR BLK,Ink and Toner,OEM Toner,EA,920484,A8246-H012446, 46 ,$101.75 
DET,70107014,1090813,VALLEY SURGERY CENTER,VALLEY SURGERY,VALLEY SURGERY CENTER,2323 SUNSET BLVD,STEUBENVILLE,OH,43952,9/24/2019,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,A8246-H012446, 35 ,$84.94 
DET,70107014,1090940,ATLANTA EYE SURGERY CENTER,ATLANTA EYE,ATLANTA EYE SURGERY CENTER,3200 DOWNWOOD CIR,ATLANTA,GA,30327,10/7/2019,HP 26X HI-YIELD BLACK 2PK,Ink and Toner,OEM Toner,PK,2596062,K0728-H029987, 16 ,$368.08 
DET,70107014,1090940,ATLANTA EYE SURGERY CENTER,ATLANTA EYE,ATLANTA EYE SURGERY CENTER,3200 DOWNWOOD CIR,ATLANTA,GA,30327,10/7/2019,HP 58A BLACK,Ink and Toner,OEM Toner,EA,24398981,K0728-H029987, 65 ,$99.63 
DET,70107014,1091668,EAST MEMPHIS SURGERY CENTER,EAST MEMPHIS SC,EAST MEMPHIS SURGERY CENTER,80 HUMPHREYS CTR DR,MEMPHIS,TN,38120,11/12/2019,BROTHER TN420 BLACK,Ink and Toner,OEM Toner,EA,889139,A8258-H012458, 12 ,$32.78 
DET,70107014,1091668,EAST MEMPHIS SURGERY CENTER,EAST MEMPHIS SC,EAST MEMPHIS SURGERY CENTER,80 HUMPHREYS CTR DR,MEMPHIS,TN,38120,11/12/2019,BROTHER TN450 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,889863,A8258-H012458, 9 ,$45.64 
DET,70107014,1091668,EAST MEMPHIS SURGERY CENTER,EAST MEMPHIS SC,EAST MEMPHIS SURGERY CENTER,80 HUMPHREYS CTR DR,MEMPHIS,TN,38120,11/12/2019,HP 35A BLACK,Ink and Toner,OEM Toner,EA,712993,A8258-H012458, 10 ,$53.23 
DET,70107014,1091668,EAST MEMPHIS SURGERY CENTER,EAST MEMPHIS SC,EAST MEMPHIS SURGERY CENTER,80 HUMPHREYS CTR DR,MEMPHIS,TN,38120,11/12/2019,NSA ECOCER COMPATIBL BRO TN450,Ink and Toner,OEM Toner,EA,2647357,A8258-H012458, 41 ,$26.99 
DET,70107014,1099702,LEBANON PAIN RELIEF CENTER,SURGERYPARTNERS,LEBANON PAIN RELIEF CENTER,600 ISABEL DRIVE STE 3,LEBANON,PA,17042,4/13/2021,HP 26X HI-YIELD BLACK 2PK,Ink and Toner,OEM Toner,EA,2596062,K0746-H030005, 10 ,$368.08 
DET,70107014,1101477,SURGERY PARTNERS- TRACY SURGERY CEN,SURGERYPARTNER,SURGERY PARTNERS- TRACY SURGERY CEN,2160 W GRANTLINE RD,TRACY,CA,95377,8/23/2021,XEROX 106R02775 TONER BLACK,Ink and Toner,OEM Toner,EA,1440296,N7070-H066119, 13 ,$57.61 
DET,70107014,1105452,SEQUOIA SURGICAL PAVILION,SEQUOIA SURG,SEQUOIA SURGICAL PAVILION,2405 SHADELANDS DR,WALNUT CREEK,CA,94598,4/19/2022,BROTHER TN450 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,889863,M8990-H053423, 23 ,$45.64 
DET,70107014,1105452,SEQUOIA SURGICAL PAVILION,SEQUOIA SURG,SEQUOIA SURGICAL PAVILION,2405 SHADELANDS DR,WALNUT CREEK,CA,94598,4/19/2022,HP 58A BLACK,Ink and Toner,OEM Toner,EA,24398981,M8990-H053423, 23 ,$99.63 
DET,70107014,1105452,SEQUOIA SURGICAL PAVILION,SEQUOIA SURG,SEQUOIA SURGICAL PAVILION,2405 SHADELANDS DR,WALNUT CREEK,CA,94598,4/19/2022,HP 58X CONTRACT ONLY HYBLK TNR,Ink and Toner,OEM Toner,EA,24398982,M8990-H053423, 14 ,$208.67 
DET,70107014,1105452,SEQUOIA SURGICAL PAVILION,SEQUOIA SURG,SEQUOIA SURGICAL PAVILION,2405 SHADELANDS DR,WALNUT CREEK,CA,94598,4/19/2022,HP CF226XC BLK CONTRACT TONER,Ink and Toner,OEM Toner,EA,1847330,M8990-H053423, 14 ,$120.39 
DET,70107014,1105452,SEQUOIA SURGICAL PAVILION,SEQUOIA SURG,SEQUOIA SURGICAL PAVILION,2405 SHADELANDS DR,WALNUT CREEK,CA,94598,4/19/2022,HP CF280XC TONER BLACK,Ink and Toner,OEM Toner,EA,665698,M8990-H053423, 4 ,$70.88 
DET,70107014,1105452,SEQUOIA SURGICAL PAVILION,SEQUOIA SURG1,SEQUOIA SURGICAL PAVILION,165 LENNON LN,WALNUT CREEK,CA,94598,4/26/2022,HP CF280XC TONER BLACK,Ink and Toner,OEM Toner,EA,665698,M8990-H053423, 1 ,$70.88 
DET,70107014,1105568,PAIN MANAGEMENT ASSOCIATES,PMA ANAHEIM,PAIN MANAGEMENT ASSOCIATES,1110 W LA PALMA AVE,ANAHEIM,CA,92801,4/28/2022,HP CF280XC TONER BLACK,Ink and Toner,OEM Toner,EA,665698,M9486-H053947, 66 ,$70.88 
DET,70107014,1105568,PAIN MANAGEMENT ASSOCIATES,PMA LONGBEACH,PAIN MANAGEMENT ASSOCIATES,2888 LONG BEACH BLVD,LONG BEACH,CA,90806,4/28/2022,HP CE505XC TONER BLACK,Ink and Toner,OEM Toner,EA,760477,M9486-H053947, 25 ,$51.03 
DET,70107014,376949,PHYSICIANS SURGICAL SPECIALTY,PSS HOUMA,PHYSICIANS SURGICAL SPECIALTY,218 CORPORATE DR,HOUMA,LA,70360,10/26/2012,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,A8227-H012427, 15 ,$84.94 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,BROTHER TN221 BLACK,Ink and Toner,OEM Toner,EA,147220,A8202-H082452, 15 ,$57.93 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,BROTHER TN221 YELLOW,Ink and Toner,OEM Toner,EA,147216,A8202-H082452, 15 ,$54.12 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,BROTHER TN225 HI-YIELD MAGENTA,Ink and Toner,OEM Toner,EA,147215,A8202-H082452, 15 ,$70.60 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,BROTHER TN431 CYAN,Ink and Toner,OEM Toner,EA,2698287,A8202-H082452, 15 ,$74.14 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,BROTHER TN850 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,1868096,A8202-H082452, 15 ,$84.66 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,FS-1035MFP TONER  BLACK,Ink and Toner,OEM Toner,EA,107210,A8202-H082452, 25 ,$66.83 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,A8202-H082452, 10 ,$84.94 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 26A BLACK,Ink and Toner,OEM Toner,EA,IM13A1300,A8202-H082452, 10 ,$84.94 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 30A BLACK,Ink and Toner,OEM Toner,EA,2465721,A8202-H082452, 10 ,$55.22 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 37A BLACK,Ink and Toner,OEM Toner,EA,2707003,A8202-H082452, 10 ,$157.21 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 38A BLACK,Ink and Toner,OEM Toner,EA,493372,A8202-H082452, 10 ,$112.23 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 410A BLACK,Ink and Toner,OEM Toner,EA,1878689,A8202-H082452, 22 ,$86.47 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 410A CMY 3PK,Ink and Toner,OEM Toner,PK,2596065,A8202-H082452, 22 ,$308.77 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 410A CYAN,Ink and Toner,OEM Toner,EA,1878687,A8202-H082452, 10 ,$113.73 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 410A MAGENTA,Ink and Toner,OEM Toner,EA,1878565,A8202-H082452, 10 ,$113.73 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 410A YELLOW,Ink and Toner,OEM Toner,EA,1878760,A8202-H082452, 41 ,$113.73 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 58A BLACK,Ink and Toner,OEM Toner,EA,24398981,A8202-H082452, 10 ,$99.63 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 80A BLACK,Ink and Toner,OEM Toner,EA,665699,A8202-H082452, 13 ,$36.34 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 81A BLACK,Ink and Toner,OEM Toner,EA,1279012,A8202-H082452, 23 ,$152.23 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,HP 81A BLACK,Ink and Toner,OEM Toner,EA,IM1VZ1996,A8202-H082452, 23 ,$152.23 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,KYOCERA TK1172 TONER BLACK,Ink and Toner,OEM Toner,EA,2720382,A8202-H082452, 14 ,$71.99 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,KYOCERA TK3162 TONER BLACK,Ink and Toner,OEM Toner,EA,2720380,A8202-H082452, 14 ,$75.83 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,KYOCERA TK3182 TONER BLACK,Ink and Toner,OEM Toner,EA,2720378,A8202-H082452, 4 ,$77.75 
DET,70107014,377239,RI CENTRAL BILLING OFFICE,RI CTRL BILLING,NORTH PROVIDENCE,1637 MINERAL SPRING AVE,NORTH PROVIDENCE,RI,02904,10/26/2012,HP 30A BLACK,Ink and Toner,OEM Toner,EA,2465721,A8201-H012881, 1 ,$55.22 
DET,70107014,377239,RI CENTRAL BILLING OFFICE,RI CTRL BILLING,NORTH PROVIDENCE,1637 MINERAL SPRING AVE,NORTH PROVIDENCE,RI,02904,10/26/2012,HP 90A BLACK,Ink and Toner,OEM Toner,EA,927589,A8201-H012881, 4 ,$63.27 
DET,70107014,377239,RI CENTRAL BILLING OFFICE,RI CTRL BILLING,NORTH PROVIDENCE,1637 MINERAL SPRING AVE,NORTH PROVIDENCE,RI,02904,10/26/2012,HP CE505AC BLACK TONER CART,Ink and Toner,OEM Toner,EA,126091,A8201-H012881, 4 ,$35.54 
DET,70107014,53428,SURGERY CENTER OF FREMONT,FREMONT,SURGERY CENTER OF FREMONT,2727 N CLARKSON ST,FREMONT,NE,68025,11/6/2018,HP 141A BLACK,Ink and Toner,OEM Toner,EA,24506782,K0742-H030001, 3 ,$46.07 
DET,70107014,53428,SURGERY CENTER OF FREMONT,FREMONT,SURGERY CENTER OF FREMONT,2727 N CLARKSON ST,FREMONT,NE,68025,11/6/2018,HP 35A BLACK,Ink and Toner,OEM Toner,EA,712993,K0742-H030001, 3 ,$53.23 
DET,70107014,A76707,JACKSONVILLE BEACH SURG CNTR,SA-JACKSONVILLE,JACKSONVILLE BEACH SURG CNTR,3316 S 3RD ST,JACKSONVILLE BEACH,FL,32250,6/6/2014,HP 48A BLACK,Ink and Toner,OEM Toner,EA,24316180,A8220-H012420, 8 ,$44.99 
DET,70107014,A76707,JACKSONVILLE BEACH SURG CNTR,SA-JACKSONVILLE,JACKSONVILLE BEACH SURG CNTR,3316 S 3RD ST,JACKSONVILLE BEACH,FL,32250,6/6/2014,HP 58A BLACK,Ink and Toner,OEM Toner,EA,24398981,A8220-H012420, 7 ,$99.63 
DET,70107014,A76707,JACKSONVILLE BEACH SURG CNTR,SA-JACKSONVILLE,JACKSONVILLE BEACH SURG CNTR,3316 S 3RD ST,JACKSONVILLE BEACH,FL,32250,6/6/2014,HP 80A BLACK,Ink and Toner,OEM Toner,EA,665699,A8220-H012420, 2 ,$36.34 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,BROTHER TN420 BLACK,Ink and Toner,OEM Toner,EA,889139,A8222-H012422, 1 ,$32.78 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,BROTHER TN430 BLACK,Ink and Toner,OEM Toner,EA,392466,A8222-H012422, 1 ,$43.46 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,BROTHER TN460 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,392467,A8222-H012422, 4 ,$61.27 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,BROTHER TN630 BLACK,Ink and Toner,OEM Toner,EA,1005410,A8222-H012422, 1 ,$32.52 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,BROTHER TN760 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,2735027,A8222-H012422, 5 ,$69.20 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,HP 58A BLACK,Ink and Toner,OEM Toner,EA,24398981,A8222-H012422, 14 ,$99.63 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,HP 87A BLACK,Ink and Toner,OEM Toner,EA,1847333,A8222-H012422, 14 ,$222.77 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,HP 90A BLACK,Ink and Toner,OEM Toner,EA,927589,A8222-H012422, 14 ,$63.27 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,HP CF287XC CONTRACT BLK TONER,Ink and Toner,OEM Toner,EA,1847332,A8222-H012422, 12 ,$272.31 
DET,70107014,A76831,ORTHO SURGERY CNTR OF ASHVILLE,SA-ORTHOSURGERY,ORTHO SURGERY CNTR OF ASHVILLE,29 NETTLEWOOD DRIVE,ASHEVILLE,NC,28803,6/6/2014,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,A8226-H012426, 18 ,$84.94 
DET,70107014,A76831,ORTHO SURGERY CNTR OF ASHVILLE,SA-ORTHOSURGERY,ORTHO SURGERY CNTR OF ASHVILLE,29 NETTLEWOOD DRIVE,ASHEVILLE,NC,28803,6/6/2014,HP 80A BLACK,Ink and Toner,OEM Toner,EA,665699,A8226-H012426, 19 ,$36.34 
DET,70107014,A76888,DUPONT SURGERY CENTER,SA-DUPONT,DUPONT SURGERY CENTER,4004 DUPONT CIRCLE,LOUISVILLE,KY,40207,6/6/2014,HP 215A BLACK TONER CART,Ink and Toner,OEM Toner,EA,24422203,A8203-H012403, 28 ,$48.85 
DET,70107014,A76888,DUPONT SURGERY CENTER,SA-DUPONT,DUPONT SURGERY CENTER,4004 DUPONT CIRCLE,LOUISVILLE,KY,40207,6/6/2014,HP 215A CYAN TONER CART,Ink and Toner,OEM Toner,EA,24422208,A8203-H012403, 41 ,$54.61 
DET,70107014,A76888,DUPONT SURGERY CENTER,SA-DUPONT,DUPONT SURGERY CENTER,4004 DUPONT CIRCLE,LOUISVILLE,KY,40207,6/6/2014,HP 215A MAGENTA TONER CART,Ink and Toner,OEM Toner,EA,24422205,A8203-H012403, 75 ,$54.61 
DET,70107014,A76888,DUPONT SURGERY CENTER,SA-DUPONT,DUPONT SURGERY CENTER,4004 DUPONT CIRCLE,LOUISVILLE,KY,40207,6/6/2014,HP 215A YELLOW TONER CART,Ink and Toner,OEM Toner,EA,24422200,A8203-H012403, 25 ,$54.61 
DET,70107014,A76964,PREMIER SURGICAL,SA-PREMIERSURGI,PREMIER SURGICAL CENTER,3243 GLYNN AVE,BRUNSWICK,GA,31520,6/6/2014,CANON CRG-041 BLACK TONER,Ink and Toner,OEM Toner,EA,CNM0452C001,A8205-H012405, 10 ,$228.48 
DET,70107014,A76964,PREMIER SURGICAL,SA-PREMIERSURGI,PREMIER SURGICAL CENTER,3243 GLYNN AVE,BRUNSWICK,GA,31520,6/6/2014,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,A8205-H012405, 10 ,$84.94 
DET,70107014,A76964,PREMIER SURGICAL,SA-PREMIERSURGI,PREMIER SURGICAL CENTER,3243 GLYNN AVE,BRUNSWICK,GA,31520,6/6/2014,HP 305A BLACK,Ink and Toner,OEM Toner,EA,423879,A8205-H012405, 10 ,$58.88 
DET,70107014,A77003,TIMBERLAKE SURGERY CENTER,SA-TIMBERLK-001,TIMBERLAKE SURGERY CENTER,14825 N OUTER 40 RD,CHESTERFIELD,MO,63017,6/6/2014,HP 215A BLACK TONER CART,Ink and Toner,OEM Toner,EA,24422203,K0830-H030173, 10 ,$48.85 
DET,70107014,A77003,TIMBERLAKE SURGERY CENTER,SA-TIMBERLK-001,TIMBERLAKE SURGERY CENTER,14825 N OUTER 40 RD,CHESTERFIELD,MO,63017,6/6/2014,HP 26A BLACK,Ink and Toner,OEM Toner,EA,1847331,K0830-H030173, 10 ,$84.94 
DET,70107014,A77003,TIMBERLAKE SURGERY CENTER,SA-TIMBERLK-001,TIMBERLAKE SURGERY CENTER,14825 N OUTER 40 RD,CHESTERFIELD,MO,63017,6/6/2014,HP 58A BLACK,Ink and Toner,OEM Toner,EA,24398981,K0830-H030173, 22 ,$99.63 
DET,70107014,A77114,BLUE SPRINGS SURGERY CENTER,SA-BLUE SPRINGS,BLUE SPRINGS SURGERY CENTER,1053 MEDICAL CNTR DR,ORANGE CITY,FL,32763,6/6/2014,XEROX PH6022/WC6027 TNR BLACK,Ink and Toner,OEM Toner,EA,1582341,K3413-H012424, 22 ,$95.06 
DET,70107014,A77114,BLUE SPRINGS SURGERY CENTER,SA-BLUE SPRINGS,BLUE SPRINGS SURGERY CENTER,1053 MEDICAL CNTR DR,ORANGE CITY,FL,32763,6/6/2014,XEROX PH6022/WC6027 TNR CYAN,Ink and Toner,OEM Toner,EA,1582342,K3413-H012424, 10 ,$69.99 
DET,70107014,A77114,BLUE SPRINGS SURGERY CENTER,SA-BLUE SPRINGS,BLUE SPRINGS SURGERY CENTER,1053 MEDICAL CNTR DR,ORANGE CITY,FL,32763,6/6/2014,XEROX PH6022/WC6027 TNR MAGNTA,Ink and Toner,OEM Toner,EA,1582343,K3413-H012424, 10 ,$69.99 
DET,70107014,A77114,BLUE SPRINGS SURGERY CENTER,SA-BLUE SPRINGS,BLUE SPRINGS SURGERY CENTER,1053 MEDICAL CNTR DR,ORANGE CITY,FL,32763,6/6/2014,XEROX PH6022/WC6027 TNR YELLOW,Ink and Toner,OEM Toner,EA,1582344,K3413-H012424, 41 ,$69.99 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP 305A BLACK,Ink and Toner,OEM Toner,EA,423879,A8237-H012437, 10 ,$58.88 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP 508A BLACK,Ink and Toner,OEM Toner,EA,1585355,A8237-H012437, 13 ,$133.24 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP 508A CYAN,Ink and Toner,OEM Toner,EA,1585353,A8237-H012437, 23 ,$190.75 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP 508A MAGENTA,Ink and Toner,OEM Toner,EA,1585351,A8237-H012437, 23 ,$190.75 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP 508A YELLOW,Ink and Toner,OEM Toner,EA,1585350,A8237-H012437, 14 ,$190.75 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP 89A BLACK TONER CARTRIDGE,Ink and Toner,OEM Toner,EA,24394160,A8237-H012437, 14 ,$140.99 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP 89A BLACK TONER CARTRIDGE,Ink and Toner,OEM Toner,EA,HEWCF289A,A8237-H012437, 4 ,$140.99 
